شیوه سرمایه‌گذاری,تاریخ به‌روز رسانی,درجه‌بندی عملکرد فصل,ضامن نقدشوندگی,ضریب بتا,ضریب آلفا,بازده یک ساله,قیمت آماری,قیمت ابطال,قیمت صدور, دوره تقسیم سود ,کل ارزش خالص دارایی‌ها ,نماد,نوع صندوق,نام صندوق,آدرس سایت
قابل معامله,1405/05/04,----,----,0.79217,-20.60274,0,13879,13774,13913,ندارد,1015708593572,بزرگ,در سهام,سرزمین بزرگ بازار,bozorgfund.ir
قابل معامله,1405/05/05,4.5,----,0.707588,32.39,93.39,35923,35339,35811,ندارد,35510585862238,سرو,در سهام,سرو سودمند مدبران,sarv.fund
قابل معامله,1405/05/05,----,----,0.903853,17.82,90.82,41314,41250,41670,ندارد,1021353408908,ویستا,در سهام,سهام ویستا,vistasahm.ir
قابل معامله,1405/05/05,----,----,0.824765,-11.61,56.39,29545,29545,29831,ندارد,1539300764470,اکسیژن,در سهام,سهامی اکسیژن,oxygen.o2am.ir
قابل معامله,1405/04/27,----,----,----,----,127.587,37320,37026,37406,ندارد,127705096100554,توان,در سهام-سهامی اهرمی,سهامی اهرمی توان مفید,tavanfund.com
قابل معامله,1405/05/05,----,----,----,----,222.69,17802,17572,17737,ندارد,41282409451944,دوایکس,در سهام-سهامی اهرمی,سهامی اهرمی شاخصی کیان,kianfunds10.ir
قابل معامله,1405/05/05,----,----,0.558212,47.45,99.45,20402,20733,20938,ندارد,4145560172120,پرتوسا,در سهام,سهامی پرتو آمال,fund.amalamc.ir
قابل معامله,1405/05/05,----,----,0.858647,2.81,72.81,23554,23499,23734,ندارد,4272356703971,تیام,در سهام,سهامی تیام,tiamfund.ir
قابل معامله,1405/05/05,----,----,0.633097,5.44,62.44,22278,22100,22336,ندارد,710951909761,ثروت ساز,در سهام,سهامی ثروت ساز دیبا,servatsazdiba.ir
قابل معامله,1405/05/05,4.5,----,0.776762,20.86,85.86,61529,60439,61013,ندارد,16030393375796,کاریس,در سهام,سهامی سپند کاریزما,sepand.charismafunds.ir
قابل معامله,1405/05/05,----,----,0.813468,-23.22,44.78,18033,17647,17820,ندارد,563369600354,هوشیار,در سهام,سهامی هوش تصمیم,tasmim-houshfund.ir
قابل معامله,1405/05/05,----,----,0.66961,-25.99726,0,13655,13592,13722,ندارد,2083688780160,هم ارز,در سهام,سهم نگر جام جم,jamejamsfund.ir
قابل معامله,1405/05/05,----,----,----,----,59.787,32031,32031,32355,----,5007761273199,سیمانا,در سهام-بخشی,سیمانا - صندوق س صنایع دایا2-بخشی,daya.charismafunds.ir
قابل معامله,1405/05/05,----,----,----,----,171.187,56773,56773,57034,----,57709765281377,سینرژی,در اوراق بهادار مبتنی بر سپرده کالایی,سینرژی- صندوق کالای فارابی 1-بخشی,energy.irfarabi.ir
قابل معامله,1405/04/27,----,----,----,----,63.362,31690,31501,31798,ندارد,13013034768934,آرام,در سهام-شاخصی,شاخصی آرام مفید,arametf.com
قابل معامله,1405/05/05,----,----,----,----,89.31,42625,42344,42744,ندارد,1779478920970,وبازار,در سهام-شاخصی,شاخصی بازار آشنا,indexfund.ir
قابل معامله,1405/05/05,----,----,----,----,58.73,13983,14079,14227,ندارد,865205007313,هوشمند,در سهام-شاخصی,شاخصی شفق رابین,rabindex.ir
قابل معامله,1405/05/05,----,----,----,----,77.8,235010,226289,228594,----,11670130284418,کاردان,در سهام-شاخصی,شاخصی کاردان,iran-kfunds3.ir
قابل معامله,1405/05/05,----,----,----,----,68.78,19983,19933,20133,ندارد,9710218114696,هم تراز,در سهام-شاخصی,شاخصی هم وزن تراز,taraz.charismafunds.ir
قابل معامله,1405/04/27,----,----,----,----,0,13329,13317,13445,ندارد,15445458776964,همسنگ,در سهام-شاخصی,شاخصی هم وزن همسنگ مفید,hamsangetf.com
قابل معامله,1405/05/05,----,----,----,----,30.39,10197,10179,10193,1 ماهه,2499023548133,بلوط,در اوراق بهادار با درآمد ثابت,شکوه بامداد زاگرس,shokouhfund.ir
قابل معامله,1405/05/05,----,----,0.708301,38.99,99.99,34266,33900,34208,ندارد,797564407443,صدف,در سهام,صدف سهام,sadaffund.com
قابل معامله,1405/05/05,----,----,----,----,124.133,129735,129735,130339,----,388816864641381,مثقال,در اوراق بهادار مبتنی بر سپرده کالایی,صندوق  سرمایه گذاری مبتنی بر کالای آگاه,zarinagahfund.com
قابل معامله,1405/05/05,----,----,----,----,31.221,10340,10184,10193,----,11208406194578,هامرز,در اوراق بهادار با درآمد ثابت,صندوق اعتماد هامرز,hummersfund.ir
قابل معامله,1405/05/05,----,----,----,----,0.213,12679,12679,12682,----,1901890444018,دانیک,املاک و مستغلات,صندوق املاک  و مستغلات نیک رای,nikrayreits.ir
قابل معامله,1405/05/05,----,----,----,----,187.239,29575,29509,29761,----,88565119244139,شتاب,در سهام-سهامی اهرمی,صندوق اهرمی شتاب آگاه,shetabfund.ir
قابل معامله,1405/05/05,----,----,----,----,247.018,29958,29943,30257,----,103447231179154,نارنج اهرم,در سهام-سهامی اهرمی,صندوق اهرمی نارنج,narenj.fund
قابل معامله,1405/05/05,----,----,----,----,122.652,43992,43691,44134,----,285823041116599,اهرم,در سهام-سهامی اهرمی,صندوق اهرمی_قابل معامله,ahrom.charismafunds.ir
قابل معامله,1405/05/05,----,----,----,----,158.061,25370,25370,25628,----,7163970607134,فارمانی,در سهام-بخشی,صندوق بخشی آرمان آتی,aftabfund.ir
قابل معامله,1405/05/05,----,----,----,----,66.205,23609,23503,23738,----,11746520801148,پتروفارس,در سهام-بخشی,صندوق بخشی خبره صنعت خلیج فارس,fars.pgibc.ir
قابل معامله,1405/05/05,----,----,----,----,158.061,25370,25370,25628,----,7163970607134,فارمانی,در سهام-بخشی,صندوق بخشی فارمانی(فارمانی),aftabfund.ir
قابل معامله,1405/05/05,----,----,0.813167,-24.443,35.557,289434,287784,290409,----,19350780512584,بذر,در سهام,صندوق بذر,bazreomidfund.ir
قابل معامله,1405/04/30,----,----,----,----,4.257,364201962,364201962,364201962,----,28407753011412,پرند,پروژه‌ای,صندوق پروژه ای,apmprojectfund.ir
قابل معامله,1405/05/05,----,----,----,----,73.01,35342,35342,35513,ندارد,4106079116803,صنم,صندوق در صندوق,صندوق در صندوق صنم,sanam.charisma.ir
قابل معامله,1405/05/05,----,----,----,----,46.096,19983,19983,20179,----,2377927928929,پتروآبان,در سهام-بخشی,صندوق س. بخشی صنایع آبان-ب (پتروآبان),apfund.ir
قابل معامله,1405/05/05,----,----,----,----,0,16308,16308,16467,----,4738917830215,نبات,در سهام-بخشی,صندوق س. بخشی صنایع دانایان1-ب (نبات),sector.danayan.ir
قابل معامله,1405/05/05,----,----,----,----,0,13147,13147,13278,----,2867086854608,ولتاژ,در سهام-بخشی,صندوق س. بخشی صنایع گندم1-ب (ولتاژ),sectoretf.ir
قابل معامله,1405/05/05,----,----,----,----,155.901,24720,24720,24831,----,65573267952804,امرالد,در اوراق بهادار مبتنی بر سپرده کالایی,صندوق س. کالای کیمیا (امرالد),kimiagoldfund.ir
قابل معامله,1405/05/05,----,----,----,----,0,10002,10002,10007,----,4000918583320,پلاتا,در اوراق بهادار مبتنی بر سپرده کالایی,صندوق س. کالای کیمیا1 (پلاتا),kimiagoldfund.ir
قابل معامله,1405/05/05,----,----,----,----,102.257,26996,25545,25785,----,5767562926698,فلزفارابی,در سهام-بخشی,صندوق س.بخشي فلز فارابي-ب (فلزفارابي),felez.irfarabi.ir
قابل معامله,1405/05/05,----,----,----,----,66.205,23609,23503,23738,----,11746520801148,پتروفارس,در سهام-بخشی,صندوق س.بخشی خبره خلیج فارس-ب (پتروفارس),fars.pgibc.ir
قابل معامله,1405/05/05,----,----,----,----,53.416,17090,15831,15984,----,970259063487,پولاد,در سهام-بخشی,صندوق س.بخشی صنایع آبان2-ب (پولاد),apfund.ir
قابل معامله,1405/05/05,----,----,----,----,67.413,31919,31919,32243,----,3460011745911,سیمانیا,در سهام-بخشی,صندوق س.بخشی صنایع داریا-ب (سیمانیا),dariafund.ir
قابل معامله,1405/05/05,----,----,----,----,19.053,11066,11066,11186,----,4771463277284,تخت گاز,در سهام-بخشی,صندوق س.بخشی صنایع معیار-ب (تخت گاز),meyarsectorfund.ir
قابل معامله,1405/05/05,----,----,----,----,90.199,26885,25422,25680,----,16540872703890,آذرین,در سهام-بخشی,صندوق س.بخشی فلزات کیمیا-ب (آذرین),kimiasectorfund.ir
قابل معامله,1405/05/05,----,----,----,----,155.992,148176,148176,148868,----,384812509828730,مثقال,در اوراق بهادار مبتنی بر سپرده کالایی,صندوق س.کالای آگاه (مثقال),zarinagahfund.com
قابل معامله,1405/05/05,----,----,----,----,0,10011,10011,10040,----,4004354812651,----,در اوراق بهادار مبتنی بر سپرده کالایی,صندوق س.کالای آگاه (نقراط),zarinagahfund.com
قابل معامله,1405/05/05,----,----,----,----,0,10395,10395,10445,----,51974721970203,سیمین,در اوراق بهادار مبتنی بر سپرده کالایی,صندوق س.نقره سیمین هوبر (سیمین),silver.hummersam.ir
قابل معامله,1405/05/05,----,----,0.91316,39.437,108.437,29688,29448,29739,----,10115999642337,خلیج,در سهام,صندوق سرمایه قابل معامله گنجینه مینو خلیج فارس,khalij.pgibc.ir
قابل معامله,1405/05/05,----,----,----,----,0,20950,20950,21052,----,12728997682406,درنا,در اوراق بهادار مبتنی بر سپرده کالایی,صندوق سرمایه گذاري پشتوانه كالاي درنا,dorna-gold.ir
قابل معامله,1405/05/05,----,----,0.634671,29.482,79.482,89627,89468,90154,----,16785541742927,آساس,در سهام,صندوق سرمایه گذاری آساس,asasfund.ir
قابل معامله,1405/05/05,----,----,----,----,54.968,21958,21398,21549,----,2892758518308,هیبرید,مختلط,صندوق سرمایه گذاری آسمان خاورمیانه,akmfund.ir
قابل معامله,1405/05/05,----,----,----,----,37.709,87569,86901,86964,----,364619042759513,فیروزا,در اوراق بهادار با درآمد ثابت,صندوق سرمایه گذاری ارمغان فیروزه آسیا,firouzehfixetf.com
قابل معامله,1405/05/05,4,----,0.970836,2.457,74.457,477736,473335,477740,----,22773078393972,افق ملت,در سهام,صندوق سرمایه گذاری افق ملت (قابل معامله),ofoghmellat.ir
قابل معامله,1405/05/05,----,----,----,----,21.252,12849,12849,12855,----,5943763613653,کلید,املاک و مستغلات,صندوق سرمایه گذاری املاک و مستغلات خانه آگاه,amlakagahfund.ir
قابل معامله,1405/05/05,----,----,----,----,0,10887,10887,10887,----,7620974837241,کاخ,املاک و مستغلات,صندوق سرمایه گذاری املاک و مستغلات کاخ,kakh.charismafunds.ir
قابل معامله,1405/05/05,----,----,----,----,36.396,14533,14533,14539,----,5086517056703,کاشانه,املاک و مستغلات,صندوق سرمایه گذاری املاک و مستغلات کاشانه امید خلیج فارس,kashane.pgibc.ir
قابل معامله,1405/05/05,----,----,----,----,19.296,12170,12170,12170,----,6084994264717,مالک آتیه,املاک و مستغلات,صندوق سرمایه‌ گذاری املاک و مستغلات مالک آتیه مسکن ,maskanamfund.ir
قابل معامله,1405/04/31,----,----,----,----,7.695,12092,12092,12094,----,1995127045533,ارزش مسکن,املاک و مستغلات,صندوق سرمایه گذاری املاک و مستغلات مدیریت ارزش مسکن,reit1.cvpf.ir
قابل معامله,1405/05/05,----,----,----,----,34.839,17414,17459,17465,----,6203574928294,اطمینان,در اوراق بهادار با درآمد ثابت,صندوق سرمایه گذاری با درآمدثابت اطمینان هیوا ,etminan.hiwapm.ir
قابل معامله,1405/05/05,----,----,----,----,39.634,26669,26832,27058,----,2683458948873,پتروما,در سهام-بخشی,صندوق سرمایه گذاری بخشی افق دماوند,ofoghdamavandfund.ir
قابل معامله,1405/05/05,----,----,----,----,0,15060,15060,15193,----,4467681603128,آلکان,در سهام-بخشی,صندوق سرمایه گذاری بخشی راهبر صنایع مهرگان,sector.mehreganfunds.ir
قابل معامله,1405/05/05,----,----,----,----,0,9644,9527,9608,----,5788781029721,پتروسورین,در سهام-بخشی,صندوق سرمایه گذاری بخشی صنایع ثروت آفرین,etfservat.ir
قابل معامله,1405/05/05,----,----,----,----,0,9644,9527,9608,----,5788781029721,پتروسورین,در سهام-بخشی,صندوق سرمایه گذاری بخشی صنایع ثروت آفرین (پتروسورین),etfservat.ir
قابل معامله,1405/05/05,----,----,----,----,67.413,31919,31919,32243,----,3460011745911,سیمانیا,در سهام-بخشی,صندوق سرمایه گذاری بخشی صنایع داریا,dariafund.ir
قابل معامله,1405/05/05,----,----,----,----,0,16308,16308,16467,----,4738917830215,نبات,در سهام-بخشی,صندوق سرمایه گذاری بخشی صنایع دانایان,sector.danayan.ir
قابل معامله,1405/05/05,----,----,----,----,102.257,26996,25545,25785,----,5767562926698,فلزفارابی,در سهام-بخشی,صندوق سرمایه گذاری بخشی صنایع فارابی,felez.irfarabi.ir
قابل معامله,1405/05/05,----,----,----,----,0,13147,13147,13278,----,2867086854608,ولتاژ,در سهام-بخشی,صندوق سرمایه گذاری بخشی صنایع گندم,sectoretf.ir
قابل معامله,1405/05/05,----,----,----,----,19.053,11066,11066,11186,----,4771463277284,تخت گاز,در سهام-بخشی,صندوق سرمایه گذاری بخشی صنایع معیار,meyarsectorfund.ir
قابل معامله,1405/05/05,----,----,----,----,173.212,27925,27925,28222,----,10501218576027,فرا الگوریتم,در سهام-بخشی,صندوق سرمایه گذاری بخشی فرا الگوریتم ,fara-fund.ir
قابل معامله,1405/05/05,----,----,----,----,104.225,27115,27023,27290,----,16530043769688,متال,در سهام-بخشی,صندوق سرمایه گذاری بخشی فلزات دایا,daya.charismafunds.ir
قابل معامله,1405/05/05,----,----,----,----,90.199,26885,25422,25680,----,16540872703890,آذرین,در سهام-بخشی,صندوق سرمایه گذاری بخشی فلزات کیمیا,kimiasectorfund.ir
قابل معامله,1405/05/05,----,----,----,----,-2.905,22692,22462,22697,----,11408946662115,سمان,در سهام-بخشی,صندوق سرمایه گذاری بخشی قلک,pssfund.ir
قابل معامله,1405/05/05,----,----,0.801213,23.196,82.196,21894,21490,21696,----,5297176973648,هامون,در سهام,صندوق سرمایه گذاری ثروت هامون,hamounetf.ir
قابل معامله,1405/05/05,----,----,0.796697,6.96,65.96,28214,27478,27727,----,461285370208,جاودان,در سهام,صندوق سرمایه گذاری جاویدان سهام مانی,javidanfund.ir
قابل معامله,1405/05/05,----,----,0.687822,42.173,95.173,22402,22402,22630,----,14153315880858,جوانه کوچک,در سهام,صندوق سرمایه گذاری جوانه کوچک گندم,javanehfund.ir
قابل معامله,1405/05/05,----,----,----,----,135.942,22792,22792,22888,----,69574186536124,امرالد,در اوراق بهادار مبتنی بر سپرده کالایی,صندوق سرمایه گذاری چند کالایی کیمیا,kimiagoldfund.ir
قابل معامله,1405/05/05,----,----,----,----,0,10395,10395,10445,----,51974721970203,سیمین,در اوراق بهادار مبتنی بر سپرده کالایی,صندوق سرمایه گذاری چند کالایی هامرز,silver.hummersam.ir
قابل معامله,1405/05/04,----,----,----,----,3.812,1342006,1342006,1342006,----,1342005932134,ثروت,خصوصی,صندوق سرمایه گذاری خصوصی (جسورانه) ثروت آفرین فیروزه,firouzehpe.ir
قابل معامله,1405/05/03,----,----,----,----,9.146,1397458,1397458,1399382,----,13974581548355,کمان,خصوصی,صندوق سرمایه گذاری خصوصی کمان کاریزما,kaman.charismafunds.ir
قابل معامله,1405/05/05,----,----,----,----,0,17088,17088,17169,----,18181762693782,رزگلد,در اوراق بهادار مبتنی بر سپرده کالایی,صندوق سرمایه گذاری در اوراق بهادار مبتنی بر کالای آرمان آتی,rosegoldfund.ir
قابل معامله,1405/05/05,----,----,----,----,161.283,37110,37110,37283,----,121416565627489,زروان,در اوراق بهادار مبتنی بر سپرده کالایی,صندوق سرمایه گذاری در در اوراق بهادار کالایی ویستا,goldvista.ir
قابل معامله,1405/05/05,3,----,0.798922,36,95,38711,38261,38632,----,11634348089322,سلام,در سهام,صندوق سرمایه گذاری سلام فارابی,salam.irfarabi.ir
قابل معامله,1405/05/05,----,----,0.694329,15.404,71.404,22988,22783,23000,----,4277569661833,آبنوس,در سهام,صندوق سرمایه گذاری سهام نگر کیمیا,kimiasahm.ir
قابل معامله,1405/05/05,----,----,----,----,210.259,26882,26699,26964,----,106587844236616,بیدار,در سهام-سهامی اهرمی,صندوق سرمایه گذاری سهامی اهرمی بیدار,ahrom.ebidar.ir
قابل معامله,1405/05/05,----,----,----,----,121.66,19388,19211,19400,----,18306669673939,پیشران,در سهام-سهامی اهرمی,صندوق سرمایه گذاری سهامی اهرمی پیشران پارسیان,ahrom.fund
قابل معامله,1405/05/05,----,----,----,----,206.066,29262,29028,29313,----,94404010396170,جهش,در سهام-سهامی اهرمی,صندوق سرمایه گذاری سهامی اهرمی جهش فارابی,jahesh.irfarabi.ir
قابل معامله,1405/05/05,----,----,----,----,179.261,36203,35590,35946,----,215470803766696,موج,در سهام-سهامی اهرمی,صندوق سرمایه گذاری سهامی اهرمی موج فیروزه,mojfund.ir
قابل معامله,1405/05/05,----,----,0.751093,-4.782,52.218,20761,20761,20933,----,503417046161,سپینود,در سهام,صندوق سرمایه گذاری سهامی به آفرید سپینود,behafarid.sepinudcapital.ir
قابل معامله,1405/05/05,----,----,----,----,152.723,32998,32998,33156,----,100329922673630,آتش,در اوراق بهادار مبتنی بر سپرده کالایی,صندوق سرمایه گذاری طلای فیروزه (آتش),atash.fundz.ir
قابل معامله,1405/05/05,----,----,0.702207,37.164,94.164,20697,20661,20855,----,2581494778865,عرش,در سهام,صندوق سرمایه گذاری عرش میلاد شهر,arshfund.ir
قابل معامله,1405/05/05,----,----,0.791712,24.592,86.592,24278,23979,24199,----,5231069809838,هومان,در سهام,صندوق سرمایه گذاری قابل معامله پناه ثروت هومان,maskanpanahfund.ir
قابل معامله,1405/05/05,----,----,0.808864,39.998,102.998,22038,22074,22283,----,1997827707360,آمیتیس,در سهام,صندوق سرمایه گذاری قابل معامله درخشان آمیتیس,fund2-amitispm.ir
قابل معامله,1405/05/05,----,----,0.798575,14.532,73.532,21426,21426,21595,----,438647550088,فرصت,در سهام,صندوق سرمایه گذاری قابل معامله فرصت آفرین سرمایه,forsatafarinfund.ir
قابل معامله,1405/05/05,----,----,0.705755,17.967,74.967,15859,15859,15997,----,1872522318192,همتا,در سهام,صندوق سرمایه گذاری قلک همتا,psmfund.ir
قابل معامله,1405/05/05,----,----,----,----,48.971,34463,34463,34821,----,8631055092488,سمان,در سهام-بخشی,صندوق سرمایه گذاری قلک1-بخشی (سمان),pssfund.ir
قابل معامله,1405/05/05,----,----,----,----,0,11242,10789,10905,----,2777891569627,نیروانا,در سهام-بخشی,صندوق سرمایه گذاری قلک2-بخشی (نیروانا),pssfund.ir
قابل معامله,1405/05/05,----,----,----,----,153.574,32777,32777,32932,----,29155257848833,قیراط,در اوراق بهادار مبتنی بر سپرده کالایی,صندوق سرمایه گذاری کالایی درفش دماوند,derafshdamavand.ir
قابل معامله,1405/05/05,----,----,----,----,155.52,33767,33767,33931,----,44871815699244,لیان,در اوراق بهادار مبتنی بر سپرده کالایی,صندوق سرمایه گذاری کالایی دیبای معیار,liangoldfund.ir
قابل معامله,1405/05/05,----,----,0.885581,15.164397,0,16702,16702,16865,----,3188195892668,کوانتوم,در سهام,صندوق سرمایه گذاری کوانتوم بهاوند,quantomfund.ir
قابل معامله,1405/05/05,----,----,----,----,37.166,41149,40700,40742,----,50012457516855,گنجین,در اوراق بهادار با درآمد ثابت,صندوق سرمایه گذاری گنجینه یکم آوید,ganjinehavid.ir
قابل معامله,1405/05/05,3,----,----,----,37.432,29587,29383,29410,----,314398187396898,لبخند,در اوراق بهادار با درآمد ثابت,صندوق سرمایه گذاری لبخند فارابی,labkhand.irfarabi.ir
قابل معامله,1405/05/05,----,----,----,----,35.016,16318,16318,16335,----,3262621732268,سپنتارود,در اوراق بهادار با درآمد ثابت,صندوق سرمایه گذاری ماه آفرید,mahafarid.sepinudcapital.ir
قابل معامله,1405/05/05,----,----,----,----,23.387,25831,25831,25952,----,114124164712258,سینرژی,در اوراق بهادار مبتنی بر سپرده کالایی,صندوق سرمایه گذاری مبتنی بر کالای فارابی,energy.irfarabi.ir
قابل معامله,1405/05/05,3,----,----,----,33.785,16823,17269,17281,----,17268535721517,خزانه ملت,در اوراق بهادار با درآمد ثابت,صندوق سرمایه گذاری مختص اوراق دولتی ملت,mellatfund.ir
قابل معامله,1405/05/05,2,----,----,----,35.942,29950,30107,30133,----,35405409590635,نشان,در اوراق بهادار با درآمد ثابت,صندوق سرمایه گذاری مختص اوراق دولتی نشان هامرز,neshan.hummers.ir
قابل معامله,1405/05/05,----,ندارد,0.687412,15.155,71.155,23134,22755,22973,----,2930195288064,یلدا,در سهام,صندوق سرمایه گذاری مشترک یلدا,sobhanfund.ir
قابل معامله,1405/05/05,----,----,----,----,0,10580,10580,10631,----,63478624091271,نقرابی,در اوراق بهادار مبتنی بر سپرده کالایی,صندوق سرمایه گذاری نقره فیروزه1 (نقرابی),atash.fundz.ir
قابل معامله,1405/05/05,----,----,----,----,54.471,19000,18572,18753,----,3348186992416,پتروآبان,در سهام-بخشی,صندوق سرمایه گذای بخشی پترو آبان,apfund.ir
قابل معامله,1405/05/04,----,----,----,----,44.737,14113,14113,14113,----,58260232719200,امین شهر,املاک و مستغلات,صندوق سرمایه‌گذاری املاک و مستغلات امین شهر یکم,reitshahr.ir
قابل معامله,1405/05/05,----,----,----,----,38.768,18119,18119,18207,----,163808546764901,آتش,در اوراق بهادار مبتنی بر سپرده کالایی,صندوق سرمایه‌گذاری در اوراق بهادار چند کالایی کهکشان فیروزه,atash.fundz.ir
قابل معامله,1405/05/05,----,----,----,----,158.619,33248,33248,33405,----,128357762262901,درخشان,در اوراق بهادار مبتنی بر سپرده کالایی,صندوق سرمایه‌گذاری در اوراق بهادار مبتنی بر گواهی سپرده طلا درخشان آبان,abanmulti.ir
قابل معامله,1405/05/05,4,----,----,----,37.565,18931,19072,19086,----,74204042801856,آرامش,در اوراق بهادار با درآمد ثابت,صندوق سرمایه‌گذاری قابل معامله در اوراق بهادار با درآمدثابت آرامش ,arameshfund.ir
قابل معامله,1405/05/05,----,----,----,----,0,14142,14142,14209,----,15007704987604,نگین,در اوراق بهادار مبتنی بر سپرده کالایی,صندوق طلا زردیس خلیج فارس,gold.pgibc.ir
قابل معامله,1405/04/26,----,----,----,----,34.36,50311,50311,50314,----,980906576551,آسامید,در اوراق بهادار با درآمد ثابت,صندوق قابل معامله آسمان امید,asamidfund.ir
قابل معامله,1405/05/05,4,----,----,----,37.081,20620,20702,20726,----,60064808059333,دامون,در اوراق بهادار با درآمد ثابت,صندوق قابل معامله آسمان دامون,admfund.ir
قابل معامله,1405/05/05,4,----,----,----,32.663,11255,11292,11298,----,45166737551906,آفاق,در اوراق بهادار با درآمد ثابت,صندوق قابل معامله افق آتی,ofoghati.ir
قابل معامله,1405/05/05,4.5,----,----,----,39.311,23537,23538,23557,----,234935111933721,اونیکس,در اوراق بهادار با درآمد ثابت,صندوق قابل معامله با درآمد ثابت کیمیا,kimiafund.ir
قابل معامله,1405/05/05,----,----,----,----,35.598,19840,19701,19882,----,8947515963662,کارما,در اوراق بهادار با درآمد ثابت,صندوق قابل معامله با درآمد ثابت کیهان,keyhanfund.ir
قابل معامله,1405/05/05,----,----,----,----,38.132,22086,22086,22097,----,165641829137019,ماهور,در اوراق بهادار با درآمد ثابت,صندوق قابل معامله با درآمد ثابت ماهور ,mahoormeyar.ir
قابل معامله,1405/05/05,----,----,0.555793,6.135,55.135,34006,33990,34328,----,6512760007965,دریا,در سهام,صندوق قابل معامله دریا,daryaetf.ir
قابل معامله,1405/05/05,4.5,----,----,----,37.331,20890,20862,20877,----,91292259094125,رشد,در اوراق بهادار با درآمد ثابت,صندوق قابل معامله رشد پایدار,rpfund.ir
قابل معامله,1405/05/05,3.5,----,----,----,37.996,40625,40415,40443,----,193990484665979,فردا,در اوراق بهادار با درآمد ثابت,صندوق قابل معامله زاگرس,afzfund.ir
قابل معامله,1405/05/05,4,----,----,----,38.748,20301,20328,20342,----,44462501752459,سام,در اوراق بهادار با درآمد ثابت,صندوق قابل معامله سام,samfund.ir
قابل معامله,1405/05/05,----,----,----,----,160.087,158471,158471,159235,----,320534481927411,گنج,در اوراق بهادار مبتنی بر سپرده کالایی,صندوق قابل معامله كيميا زرين كاردان,iran-kfunds5.ir
قابل معامله,1405/05/05,----,----,0.644564,46.923,97.923,73256,73267,73886,----,3145369008260,ثهام,در سهام,صندوق قابل معامله هامرز,servat.hummers.ir
قابل معامله,1405/05/05,----,----,0.751041,17.857,74.857,38844,38729,39115,----,18327577713450,مدیر,در سهام,صندوق مدیریت ثروت بازنشستگی کشوری,modirfund.ir
قابل معامله,1405/05/05,3.5,----,----,----,36.574,18585,18529,18542,----,378229399833608,کارین,در اوراق بهادار با درآمد ثابت,صندوق نگین سامان,iran-kfunds4.ir
قابل معامله,1405/05/05,----,----,----,----,39.634,26669,26832,27058,----,2683458948873,پتروما,در سهام-بخشی,صندوق.س.بخشی افق دماوند1-ب (پتروما),ofoghdamavandfund.ir
قابل معامله,1405/05/05,----,----,----,----,35.39,23225,23164,23178,ندارد,23740157457769,خورشید,در اوراق بهادار با درآمد ثابت,طلوع تدبیر پایا,paya.tadbirfunds.ir
قابل معامله,1405/05/05,3.5,----,----,----,38.07,73864,75460,75566,ندارد,29971802067653,طلوع,در اوراق بهادار با درآمد ثابت,طلوع نوین ثابت,novinnegarfund.com
قابل معامله,1405/04/27,----,----,----,----,157.215,515560,515560,517898,ندارد,2405086126811470,عیار,در اوراق بهادار مبتنی بر سپرده کالایی,عیار مفید,ayaretf.com
قابل معامله,1405/05/05,----,----,----,----,173.212,27925,27925,28222,----,10501218576027,فرا الگوریتم,در سهام-بخشی,فرا الگوریتم,fara-fund.ir
قابل معامله,1405/05/05,----,----,1.010864,-27.27,52.73,35957,35957,36356,ندارد,2860076497972,فراز,در سهام,فراز داریک,farazdarik.ir
قابل معامله,1405/05/05,4,----,----,----,99.186,26305,26177,26445,----,13421638778733,فیروزه,در سهام-شاخصی,فیروزه,iranetf.ir
قابل معامله,1405/05/05,----,----,----,----,78.88,18999,17883,18057,ندارد,32945472651451,فارما کیان,در سهام-بخشی,قابل معامله بخشی کیان,kianfunds9.ir
قابل معامله,1405/05/05,----,----,0.823688,16.23,84.23,42055,41679,42089,ندارد,440012515932,درسا,در سهام,قابل معامله سهامی درسا,dorsaetf.ir
قابل معامله,1405/05/05,----,----,----,----,72.4,32042,31992,32305,ندارد,19795987299477,هم وزن,در سهام-شاخصی,قابل معامله شاخصی کیان,kianfunds6.ir
قابل معامله,1405/05/05,----,----,----,----,145.96,25690,25690,25813,ندارد,89673740847461,زمرد,در اوراق بهادار مبتنی بر سپرده کالایی,کالای زمرد بیدار,zomorod.ebidar.ir
قابل معامله,1405/05/05,----,----,----,----,155.11,73782,73782,74139,ندارد,151320682152408,تابش,در اوراق بهادار مبتنی بر سپرده کالایی,کالایی تابان تمدن,tabantamadon.ir
قابل معامله,1405/04/27,----,----,----,----,0,10839,10839,10890,ندارد,10437802866342,قلک گلد,در اوراق بهادار مبتنی بر سپرده کالایی,کالایی قلک,ghcfund.ir
قابل معامله,1405/05/05,----,----,----,----,37.24,36727,36968,36992,ندارد,60163126338392,کامیاب,در اوراق بهادار با درآمد ثابت,کامیاب آشنا,kamyabfund.ir
قابل معامله,1405/05/05,4,----,----,----,33.84,29032,29119,29147,ندارد,19872604206540,صایند,در اوراق بهادار با درآمد ثابت,گنجینه آینده روشن,ayandehfund.com
قابل معامله,1405/05/05,----,----,----,----,33.98,20648,20640,20647,ندارد,14811600385285,گنجینه,در اوراق بهادار با درآمد ثابت,گنجینه داریوش,meyarfund.com
